Timestamp,1) What is your age in years?,2) What is your gender?,3) For which company you are currently working?,4) Which of the following disciplines best describes your job role?,5)In which country you are currently working?,"6) How long have you been working professionally, including your current job? Please enter number in years.",7)  How long have you analyzed the data? Please enter number in years.,8) What is the highest degree you have been completed?,9) What is your educational background. (required)*,10) Have you ever attend any workshop? Please specify the name.,11) Why you choose a Data Scientist job.(Motivation behind choosing data science),12) Please check all that apply. (required)*,"13)	Please rank your skills [Algorithms (ex: computational complexity, CS theory)]","13)	Please rank your skills [Back-End Programming (ex: JAVA/Rails/.NET)]","13)	Please rank your skills [Bayesian/Monte-Carlo Statistics (ex: MCMC, BUGS)]","13)	Please rank your skills [Big and Distributed Data (ex: Hadoop, HBase, Cosmos, Map/Reduce)]","13)	Please rank your skills [Business (ex: management, business development, budgeting)]","13)	Please rank your skills [Classical Statistics (ex: general linear model, ANOVA)]","13)	Please rank your skills [Data Manipulation (ex: regexes, R, SAS, web scraping)]","13)	Please rank your skills [Front-End Programming (ex: JavaScript, HTML, CSS, ASP)]","13)	Please rank your skills [Graphical Models (ex: social networks, Bayes networks)]","13)	Please rank your skills [Machine Learning (ex: decision trees, neural nets, SVM, clustering)]","13)	Please rank your skills [Math (ex: linear algebra, real analysis, calculus)]","13)	Please rank your skills [Optimization (ex: linear, integer, convex, global)]","13)	Please rank your skills [Product Development (ex: design, project management)]","13)	Please rank your skills [Science (ex: experimental design, technical writing/publishing)]","13)	Please rank your skills [Simulation (ex: discrete, agent-based, continuous)]","13)	Please rank your skills [Spatial Statistics (ex: geographic covariates, GIS)]","13)	Please rank your skills [Structured Data (ex: SQL, JSON, XML)]","13)	Please rank your skills [Surveys and Marketing (ex: multinomial modeling)]","13)	Please rank your skills [Systems Administration (ex: *nix, DBA, cloud tech.)]","13)	Please rank your skills [Temporal Statistics (ex: forecasting, time-series analysis)]","13)	Please rank your skills [Unstructured Data (ex: noSQL, text mining)]","13)	Please rank your skills [Visualization (ex: statistical graphics, mapping, web-based viz)]","14.1)In week how many hours you spend on ""Query databases for existing data"".","14.2)In week how many hours you spend on  ""Build platforms to collect data and/or instrument code to gather data""","14.3)In week how many hours you spend on  ""Prepare data: manipulating the data to fit your analytic needs, e.g., data merging, cleaning, data shaping""","14.4)In week how many hours you spend on  ""Analyze data: statistics, machine learning, data mining, etc""","14.5)In week how many hours you spend on  ""Experiment: build capability and/or run experiments to test alternative designs""","14.6)In week how many hours you spend on  ""Validate insight: check that analysis results are correct""","14.7)In week how many hours you spend on  ""Disseminate insight: prepare presentations, write reports, create visualizations""","14.7)In week how many hours you spend on  ""Engage with others about data and analysis: attend meetings, brown bags, etc.""","14.8)In week how many hours you spend on  ""Operationalize insight: operationalize models, define automated actions, triggers based on models""","14.9)In week how many hours you spend on  ""Act on insight: make decision based on data""","14.10)In week how many hours you spend on  ""Other work activities related to data science""","14.11)In week how many hours you spend on  ""Other work activities not related to data science""","15)	Let us know if any important activity we miss in previous question [14].",16)  What tools do you use for your data science tasks?,17) What challenges do you frequently face when doing data science?,"18) How could your education background can help you in data science field?For example , i am with a computer science background and it will help in programming.","19) which sort of problem you face in your job with your educational background ?For example , i am Statistician and i face difficulty in programming.","20)Do you have access to the following data? [Business data (e.g., purchases, transactions)]","20)Do you have access to the following data? [Customer usage of the product (e.g., SQMdata, feature usage, game play data)]","20)Do you have access to the following data? [Execution behavior of the product (e.g.,crashes, performance data, load balancing)]","20)Do you have access to the following data? [Engineering data of the product (e.g., check-ins, work items, code reviews)]",21) Which of the following standard framework your teams use for gathering data? Check all that apply.,22) How we can improve this Survey?
2019/05/01 11:56:47 pm GMT+5,28,Male,DASSAULT SYSTEMES ,Software Engineering.,Asia: India,5.6,2,Bachelor's degree (3 or 4 year university),Computer Science,Certificate course in Data science,It motivates me as how machine learning is transforming industry to provide actionable solutions. And I love to be part of the revolution ,I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders,3,1,2,5,3,3,2,1,2,2,2,3,3,4,5,3,1,2,2,3,2,1,10,20,30,10,5,5,10,2,20,5,20,30,,SQL;Python,Memory problems ,I am computer science engineer it helps in programming and creative thinking ,Managerial jobs,Yes,No,No,Don't Know,I don't know,
2019/05/02 12:05:01 am GMT+5,29,Male,Nile badrawy hospital,Other:,Africa,7,1,Master's Degree (graduate degree),Statistics,no,Like dealing with data,I analyze product and customer data.;I communicate results and insights to business leaders,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,10,5,5,5,1,1,0,0,0,0,10,0,,SQL;Excel;Python,Like data,I am a doctor and it will help in medical data and business analysis ,my problem is in algorithm and neural network ,Yes,Don't Know,Don't Know,Don't Know,I don't know,
2019/05/02 12:07:56 am GMT+5,23,Male,Capgemini ,Software Engineering.,Asia: India,1,1,Bachelor's degree (3 or 4 year university),Computer Science,Quadcopter ,Now-a-days everything  & everywhere data is needed and generating simultaneous. I pretended  myself to work with the data  due to lack of employees towards data science. I would love  to move in the way where there is no one dare to move.,I analyze product and customer data.;I build predictive models from the data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders;I manage one or more data scientists,3,1,3,1,3,2,3,1,3,3,3,3,3,3,2,3,3,2,3,3,3,3,1,3,20,14,6,2,5,7,3,6,2,49,Maintenance ,SQL;Excel;Python,Got a raw data without having proper data types to the attributes  and hardly takes 10+ hours to structure the data by preprocessing and the task I supposed to do is to calculate the distance of two places based on the data.,"Yes, I'm computer student and learned python externally during final year and it helps a lot to complete my final year project.",During my first year of graduation I don't no how to code in C programming language. All of my friends are doing tasks easily because they had taken training during summer holidays. My native is nearby sea and due to financial problems I used to work in agriculture fields during holidays. So I don't  know how to code and I was wasted so much of time by observing my friends  skills towards coding. Daily I hate myself and one day my professor  called me personally and suggested me with his own prepared material. That day started learning  and daily I used to learn new technologies and be updated my self. That one day I learn lesson and decided  to go in a way where no one dares.,No,No,Don't Know,Don't Know,Other:,Using Github profile link.
2019/05/02 12:41:54 am GMT+5,37,Female,not working,Data & Applied Science,israel,12,12,Master's Degree (graduate degree),Statistics,no,In this field we get to business knowledges through numbers,I analyze product and customer data.;I build predictive models from the data;I communicate results and insights to business leaders,3,1,2,2,4,4,4,1,3,3,2,3,2,3,4,4,5,4,2,3,2,5,20,10,10,8,2,3,3,3,3,4,2,1,,R;SPSS;SQL;Excel;Python,understand the main goal for analysis from the business. and build infrastracture for it,"I have statistical backgroung, it helps to use some sufisticated technics that help to optimize analyzing process. And to understand the resaults better",I faced difficulty with data enheneering,Yes,Yes,Yes,Don't Know,I don't know,
2019/05/02 1:17:13 am GMT+5,26,Male,None,Data & Applied Science,Asia: India,3.5,1,Master's Degree (graduate degree),Economics,No,To detect anomalies ,I analyze product and customer data.;I build predictive models from the data,4,1,4,4,5,4,4,1,2,4,3,3,1,1,1,2,3,1,1,3,3,4,5,0,15,15,5,5,5,0,0,3,7,10,,R;SQL;Excel;Python,Application of time series datasets,I have completed a post graduate diploma in data science from manipal University so it's directly related.,"I am not proficient with coding but I know that once I'm clear with the concept and what results I want from my machine, I make sure I get my code working.",No,No,No,No,I don't know,Submitted
2019/05/02 1:17:39 am GMT+5,30,Male,Dxc technology,Other:,Asia: India,4,2,Master's Degree (graduate degree),Computer Science,No,Good learning & feature ,I analyze product and customer data.;I build predictive models from the data;I communicate results and insights to business leaders,4,3,3,3,3,4,2,1,4,5,4,4,1,1,1,2,1,1,4,1,1,1,12,12,20,12,12,8,8,8,8,8,12,8,,SQL;Excel;Python,Perameter tunning,Computer science background,Computer science,Yes,Don't Know,No,Yes,I don't know,
2019/05/02 1:48:23 am GMT+5,24,Male,None,Software Engineering.,Asia: Pakistan,2,2,Bachelor's degree (3 or 4 year university),Computer Science,Crowd analysis using CNN,Enthusiasm,I analyze product and customer data.;I build predictive models from the data,3,4,1,2,2,3,2,2,2,4,3,3,4,4,1,1,2,3,3,1,2,3,1,10,10,15,1,5,10,2,0,5,10,20,None,Excel;Python,Deep learning for now,"I am SE student , that help me a lot",None,No,No,No,No,I don't know,
2019/05/02 5:59:23 am GMT+5,28,Male,Red Marker (part of Kaplan),Data & Applied Science,"Australia, New Zealand, Oceania",3,5,Master's Degree (graduate degree),Computer Science,"AWS Summit (Sydney, 2019), Sydney Data Engineering Meetups (monthly), Australian Language Technology Workshop (Melbourne 2014, 2016 and Brisbane 2017), Australasian Database Conference (2015) ","Global digitalization has resulted in an exponential growth in data. The insights generated from data are instrumental in driving growth for industry, government as well as non-government bodies. My love for mathematics and programming drove me to pursue computer science engineering in my undergrad, followed by a research masters degree in data science and machine learning. I feel that I am making a difference by empowering organizations with data-backed insights.","I analyze product and customer data.;I build predictive models from the data;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data;I communicate results and insights to business leaders;I manage one or more data scientists",4,1,4,3,4,4,4,1,2,5,5,3,3,4,2,3,5,3,2,5,5,4,2.5,0,8,10,8,2,2,2.5,0,3,3,0,,"R;SQL;Excel;Python;AWS, S3","1. Data cleaning is usually the first step in preparing a data analysis pipeline. Treating unstructured data and making it useful for analysis involved a lot of thought process. Right choice of tools is the remedy for this.
2. In the data modelling phase, there is always a risk that the model might overfit. Training a bias-free and normalized model is another challenge that needs to be tackled by regularization approaches.
3. ""Did someone say graphs?!"" Plotting is an important step to communicate your results, but the choice of plot is also very important as there are many ways in which you can tell the same story. Sometimes it becomes a challenge to select the right type of graph/plot.","1. My undergraduate degree is in computer science engineering, where I studied algorithms, data structures, discrete maths and programming. It prepared me as a software engineer.
2. My masters degree is in data science and machine learning. Since it was a research based degree, it prepared me as a data scientist, researcher and statistician.
3. I have taught data science and programming to undergrad and graduate students at two of the best universities in Australia - University of Melbourne and Monash University. This experience helped me in developing my communication and story-telling skills. ","1. Interaction between engineering and business teams could be hard. It's hard to explain the technical nuances to business team. I counter this by telling relatable examples woven in an easy-to-follow story.

2. Keeping up with the regular developer sprints is hard for an applied data scientist as research can take longer time than standard coding and bug-fixing. I counter this by arranging separate meetings with stake holders. ",Yes,No,Yes,Yes,Other:,
2019/05/02 7:49:22 am GMT+5,26,Male,Synergen Health,Data & Applied Science,Sri Lanka,2,2,Bachelor's degree (3 or 4 year university),Physics Sciences,No,I like moving up with the global trend.,I analyze product and customer data.,3,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,3,3,1,3,3,1,40,40,10,10,0,2,4,6,0,8,20,20,,SQL;Excel,Cost for learning technology,"I'm have worked in a Financial Data Analytics company, So I have the exposure to a huge amount of Data.",I face difficulties in Coding.,Yes,Yes,Yes,No,Other:;I don't know,
2019/05/02 9:37:18 am GMT+5,32,Male,Bogd bank of Mongolia,Software Engineering.,Mongolia,10,5,Bachelor's degree (3 or 4 year university),Computer Science,Master's program of data science course on Simplilearn.com,I am data analysis enthusiast and I have done Business intelligence project twice and business and government sector. I have been preparing myself to become Data scientist everyday for last 5 years.,"I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders;I manage one or more data scientists",5,5,3,3,4,5,5,5,5,3,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,5,1,3,5,2,1,1,3,10,,"R;SPSS;SQL;Excel;Office BI;C, C++, C#;Python;PL/SQL, noSQL, Data Integration, Data warehouse","Mostly, Understanding the business process",My base knowledge is computer science and I also have database administration and business intelligence knowledge. It will help in programming and analyzing.,I am tech guys with 4 years of Bachelor and face difficulty in analytic.,Yes,Yes,Yes,Yes,Windows Events;RAC;Other:,It's great survey and I have no idea to improve.
2019/05/02 10:01:40 am GMT+5,32,Male,Prabhat dairy ltd,Data & Applied Science,Asia: India,6,3,Master's Degree (graduate degree),MBA,No,Crazy to analyse data and make insight,I analyze product and customer data.;I build predictive models from the data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,24,20,12,24,12,12,6,6,6,10,12,6,No,R;SQL;Excel;Python,Understanding data with raw data,Am MBA with currently pursuing podt graduate diploma in applied statistics...that help to analyse the data,Ya programming is something that comes with practice,Yes,Yes,Yes,No,Windows Events,"Ok,add some questions related to practical data science"
2019/05/02 10:14:53 am GMT+5,30,Male,Freelancer,Software Engineering.,Asia: India,6,1,Bachelor's degree (3 or 4 year university),Computer Science,Nope,i want to change my current profile and found DS as a field i could excel.,I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data,4,2,4,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,12,15,10,5,4,3,1,0,0,4,7,,R,"data cleaning, identifying proper parameters and identifying a good ML model for the task",i am a software engineer and have keen interest towards mathematics ,i am a software engineer and faces a little difficulty towards statistics,No,Don't Know,Yes,Yes,I don't know,
2019/05/02 11:54:21 am GMT+5,23,Male,FedEx Express,Data & Applied Science,Asia: India,3,3,PGD - Data Science,Statistics,No,"As i have a statistical background and when i started working in a live environment, my interest in data grew 10x because of the wonders that analytics can do.",I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders,2,1,2,3,3,3,3,1,2,3,3,2,3,3,1,2,3,3,1,3,3,3,5,10,10,15,10,5,5,10,6,5,20,5,,R;SQL;Excel;Python;SAS,Data cleaning & taking strategic decisions,I am from a statistical background which helps me in analyzing the data better plus have strong technical skills,I am a statistician and i face problem in preparing ppt.,Yes,Yes,Yes,Yes,I don't know,
2019/05/02 11:00:25 pm GMT+5,32,Male,Freelance earlier with accenture,Data & Applied Science,Asia: India,5.5,5.5,Master's Degree (graduate degree),Economics,Machine learning with R,Well the field is exciting and ever changing.,I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders;I manage one or more data scientists,3,1,3,3,4,5,5,1,4,5,5,5,4,4,3,3,2,3,1,5,5,4,10,5,5,5,2,2,2,2,2,2,2,2,,R;SQL;Excel;Python,Scope of the problem is generally not clear,im from economics and we have lot of statistical course.,Learning new technology,Yes,No,No,Yes,I don't know,spending hours question was a bit much
2019/05/05 8:22:47 am GMT+5,22,Male,Currently not working,Data & Applied Science,Philippines,1,1,Bachelor's degree (3 or 4 year university),Engineering,Internet of Things,Interested doing engineering works,I analyze product and customer data.,5,3,3,3,5,4,3,3,3,3,5,5,5,5,4,4,3,3,4,4,4,3,40,40,40,40,40,40,40,10,10,10,40,20,,Excel,unaccuracy/insufficient data,I am Electronics Engineer having a background in data management,I am an Electronics Engineer and I only have basic knowledge in programming,No,Yes,Yes,Yes,Other:,
2019/05/07 12:41:15 pm GMT+5,27,Male,Ghani Global Group,Data & Applied Science,Asia: Pakistan,4,2,Master's Degree (graduate degree),Bsc(Hons) in Economics and Master in Data Science ,No,Due to huge business output improvement due to the introduction of ML and AI,I analyze product and customer data.;I build predictive models from the data;I communicate results and insights to business leaders,3,1,4,3,4,4,4,1,1,4,4,4,3,3,2,4,2,2,2,4,2,3,1.5,0,2,2,0,1,1,0.3,0,2,2,1,NA,R;SPSS;Matlab;Excel;Office BI;Python,Generalizing the model results to unseen/out of sample Data. ML models learns from the data and every data set has its own characteristics.  ,I have background in economics and master in Data Science. Bachelors in economics and professional experience help me understand business fruitfulness of model. ,I lacked the tools required for modern days data manipulation and execution of data compensated by my master.  ,Yes,Don't Know,Don't Know,Don't Know,I don't know,NA
2019/05/07 12:52:29 pm GMT+5,29,Male,Musoni Microfinance,Data & Applied Science,Africa,5,2,Bachelor's degree (3 or 4 year university),Computer Science,DSA 2018 Nyeri in Kenya,Data science gives me the ability to satisfy my curiosity towards automation,"I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data;I communicate results and insights to business leaders;I manage one or more data scientists",3,5,3,4,4,3,5,5,3,3,3,4,5,4,3,3,5,3,5,4,5,5,3,8,20,15,10,3,8,4,10,3,2,6,,R;SQL;Excel;Python;PowerBI,Unavailability of sufficient data,"I am with a computer science background and it helps in database administration, programming and other software stack set-ups",I am a programmer and I face challenges with regression mathematics,Yes,Yes,Yes,Yes,Watson crashes;Azure MDS,
2019/05/07 7:36:31 pm GMT+5,25,Female,N/A,Data & Applied Science,Asia: Pakistan,2,1,Bachelor's degree (3 or 4 year university),Computer Science,"Machine Learning with Python, Python in Robotics, Nvidia self driving car model",I am enthusiast to solve real-world problems by using machine learning techniques on data.,I analyze product and customer data.;I build predictive models from the data,3,3,1,1,2,2,2,2,2,3,2,2,2,2,2,1,3,1,3,2,2,2,15,0,15,15,7,7,5,10,0,6,15,18,,Python,Cleaning the data and set the mathematical foundations suitable for data,"Yes, I have BS computer science and it will make significance impact to solve real-world problems by programming machine learning techniques",I face problem in building mathematical foundations according to required dataset.,Yes,Yes,No,No,I don't know,
2019/05/08 3:01:18 pm GMT+5,42,Male,interscope technologies,Data & Applied Science,Africa,5,8,Secondary school degree (high school) or less,Marketing ,Yes,I love making a story from data to paint the bigger picture for the user,I analyze product and customer data.;I communicate results and insights to business leaders,1,1,1,2,4,3,3,2,2,3,2,2,3,3,2,1,3,3,3,3,2,2,15,8,15,25,25,8,5,4,9,8,8,11,No,SPSS;SQL;Excel;Qlikview,Language ,I have telecoms background and experience in building real time analytics ,None ,Yes,Yes,Yes,Yes,Windows Events;SQM,No worries 
2019/05/10 5:58:40 am GMT+5,50,Male,Mentors group,Data & Applied Science,Asia: Pakistan,20,1,Master's Degree (graduate degree),Engineering,Blochchain,Demand,"I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders;I manage one or more data scientists;None of the above",1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,22,2,2,2,2,2,2,SPSS;Python,Data,Data,Do,Yes,Yes,Yes,Yes,Azure MDS,G
2019/05/10 11:17:35 pm GMT+5,24,Male,intercity pvt ltd,Program Management,Asia: Pakistan,2,1.5,Bachelor's degree (3 or 4 year university),Engineering,"yes(project management),(agile society)","because i did some python language course, I know ms excel etc. being an engineering graduate i want to do it.",I analyze product and customer data.;I build data engineering platforms to collect and process a large quantity of data;I communicate results and insights to business leaders;I manage one or more data scientists,4,1,1,2,1,3,2,1,3,2,3,3,2,3,2,2,1,1,1,1,1,1,23,14,54,50,44,33,33,33,33,55,56,44,,"C, C++, C#;Python",....,.....,....,No,No,No,Yes,I don't know,its good
2019/05/14 6:38:27 am GMT+5,30,Male,CHUBB,Data & Applied Science,MEXICO,5,5,Bachelor's degree (3 or 4 year university),ACTUARIAL,NO,Love resolving data-related problems,I analyze product and customer data.;I build predictive models from the data;I communicate results and insights to business leaders,4,3,4,3,4,4,4,2,4,2,4,4,4,4,4,4,5,3,2,3,3,3,20,5,20,15,0,5,10,5,2,2,1,5,.,"SQL;Excel;TABLEAU, SAS",The consistency of data,"I'm an actuary and it will help with programming, probability and statistics","I face difficulty communicating results, also with presentations",Yes,Yes,Yes,Yes,I don't know,
2019/05/16 10:42:25 pm GMT+5,38,Male,PT Bank Rakyat Indonesia,Data & Applied Science,Indonesia,20,5,Bachelor's degree (3 or 4 year university),Economics,No,I'm really confident with my analytic ability,I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,50,10,10,10,5,4,4,4,4,4,3,20,,Excel,Getting new thing to satisfy clients,I am with economic and I have very good capacity in math and logic,Nothinh,Yes,No,Yes,Yes,Other:,Nothing
2019/05/17 2:55:29 am GMT+5,25,Male,Credit Suisse,Data & Applied Science,United Kingdom,3,3,Bachelor's degree (3 or 4 year university),Physics Sciences,Dataiku intensive data science training,"Coming from a physics background, I’ve always enjoyed numbers and data, so data science was a natural progression.",I analyze product and customer data.;I build data engineering platforms to collect and process a large quantity of data;I communicate results and insights to business leaders;I manage one or more data scientists,4,1,3,5,5,5,5,2,3,5,5,4,4,4,3,4,5,3,2,5,4,5,5,5,10,10,3,7,4,5,1,1,1,3,,SQL;Excel;Office BI;Python,Data quality not adequate,"I am from a physics background, it assists me greatly in building and understanding the statistics behind models.","Coming from a physics background, I face difficulty in being able to implement truly complex models.",Yes,Don't Know,Don't Know,Yes,I don't know,
2019/05/19 10:53:58 pm GMT+5,23,Male,numiclix.in,Data & Applied Science,Asia: India,1.4,1.4,Bachelor's degree (3 or 4 year university),Engineering,capgemini coding challenge workshop,Iam looking for new tehnologies,I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders;I manage one or more data scientists,4,3,3,3,4,5,5,3,3,4,5,5,3,3,3,3,4,3,4,3,4,4,10,15,15,10,15,10,10,5,5,5,10,5,No,Matlab;Minitab;SQL;Excel;Azure ML;Python,Capgemini coding challenge,Doesn't help in education background why means iam a electronics engineer.,Iam facing some problems related to my project,Yes,Yes,Don't Know,Yes,Windows Events,Send in email conformation notifying participant.
2019/05/23 1:48:54 am GMT+5,26,Male,Royal Cyber Inc,Data & Applied Science,Asia: Pakistan,1,1,Bachelor's degree (3 or 4 year university),Computer Science,"Online only, from Elastic, IBM and AWS","I like to solve complex problems and some of the most interesting challenges are available in this area of computer science. It makes me think over the problems at hand, not just use a predefined workflow to solving problems.","I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data",3,5,4,4,2,3,3,1,4,5,3,3,4,4,3,3,5,4,5,4,5,2,5,5,10,7,3,2,1,2,3,3,2,2,Optimization of data processing. Building data pipelines. Architecturing applications. ,"SQL;Python;Hadoop, Spark, Kafka, PyTorch",Identifying the right features to use. Analyze what can be extracted/understood from the data. Ensure efficiency and accuracy.,"Being a computer science graduate, I have a deeper understanding of AI, algorithms, data structures and optimized coding. Moreover, it allows me to better understand how to architect applications and deliver a proper product to the end-user.","I often face problems in understanding the processes that are already being used by the client. Gaining domain knowledge and understanding of the problem, initially, is what seems challenging.",No,Yes,Yes,No,Other:,"""Submitted"". Move a little away from just tools and consider a person's ability to solve data related problems. Try to incorporate non-vendor based tools."
2019/05/29 2:47:32 am GMT+5,39,Male,Baobab Soluciones,Data & Applied Science,Europe,14,8,PhD (graduate degree),Biochemistry,No,Because It let me work on different fields. ,I analyze product and customer data.;I build predictive models from the data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders;I manage one or more data scientists,3,1,4,2,3,5,5,1,3,5,5,4,3,5,2,2,5,2,4,3,2,4,15,15,20,20,20,15,10,10,8,6,8,4,,"R;SQL;Excel;Python;Git, Docker, SQL, Spark",Understanding data., i am with a PhD background and it will help in analyzing data and designing experiments.,I face difficult in maths background of algorithms.,Yes,No,No,Yes,I don't know,
2019/06/03 8:39:32 pm GMT+5,23,Male,Nagarro,Data & Applied Science,Asia: India,2,3,Bachelor's degree (3 or 4 year university),Computer Science,"Yes, I have done 3 client workshop in Nagarro","I love Maths, Stastics with coding so thats why i choose Data Science. ",I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I communicate results and insights to business leaders,4,2,4,1,2,4,5,1,1,5,5,5,2,1,2,2,2,1,1,4,1,5,4,4,5,15,10,10,3,2,3,2,4,15,,Python,The most difficult task i am facing now is we have to build a inventory optimisation model and we are trying to do it with ML. Issue is I only got research papers regarding it. No implementation ever. so i am trying to formulate my problem in reinforcement learning approach.,I have computer science background and i like to do puzzles and maths problem from early age. so thats help me a lot in Data science.,"as I am Computer engineer, in starting i face problem in understanding bayesian approach and MCMC .",Yes,Yes,No,Yes,Windows Events,its already ok. keep it short
2019/06/10 6:50:25 am GMT+5,33,Male,Factual,Data & Applied Science,United States,7.5,7.5,Master's Degree (graduate degree),Engineering,N/A,I enjoy using my statistics and programming skills to solve complex business problems,I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I communicate results and insights to business leaders;I manage one or more data scientists,3,1,3,3,5,4,3,2,3,4,4,3,5,5,2,5,5,4,2,3,2,4,8,4,16,8,8,2,6,6,4,8,8,4,,SQL;Excel;Office BI;Azure ML;Python,Isolating high quality data for analyses and training models,Using python to analyze large amount of data to uncover meaningful insights and answers,Translating complex concepts in simple terms for non-technical stakeholders,Yes,Yes,No,No,I don't know,
2019/06/11 10:58:52 pm GMT+5,54,Male,Department of Energy/Government of Abudhabi),Other:,United Arab Emirates,30,1,Master's Degree (graduate degree),Engineering,"Coursera (IBM data science professional certificate) + Data science bootcamp , data Management standards",I love Statistics and logical thinking ,I communicate results and insights to business leaders,1,1,1,1,1,5,2,1,1,2,3,1,1,1,1,1,3,1,1,1,1,3,1,0,0,0,0,0,5,5,0,0,10,10,Engaging in online courses 2 hours daily,R;SQL;Excel;Python,Data are not clean,I am with a computer engineering  background + statistics and it will help in programming,No thing,No,No,No,No,I don't know,
2019/06/25 7:12:22 am GMT+5,23,Male,Delhi Technological University,Data & Applied Science,Asia: India,4,4,Bachelor's degree (3 or 4 year university),Physics and Computer Sciences,PyDelhi,"I am passionate about working with new challenges, and I have and undying love for solving those challenges. Data Science gives me those challenges.","I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data;I add logging code or other instrumentation to a system to collect the data required for my analysis;I communicate results and insights to business leaders;I manage one or more data scientists",5,4,5,3,4,5,5,3,4,5,5,5,4,5,5,5,5,3,2,5,4,4,20,30,30,50,50,50,20,20,25,30,20,20,,"R;SPSS;Matlab;Minitab;Azure ML;C, C++, C#;Python",Building correlation models between seemingly unrelated data,I have been working on Data Science project along with my engineering. My education in engineering mathematics and automation have only reinforced my understanding and ability to work on complex computational algorithms.,I have been working on end-to-end projects alone for a long time. I like to think that I have rectified any problems in my work already.,Don't Know,Don't Know,Don't Know,Don't Know,Watson crashes;RAC;Other:,Some of the multiple choice questions were not elaborated well. 
2019/07/09 11:48:48 am GMT+5,42,Male,iirs,Data & Applied Science,Asia: India,14,5,Master's Degree (graduate degree),Computer Science,Big data,its demand is growing ,"I analyze product and customer data.;I build predictive models from the data;I build data engineering platforms to collect and process a large quantity of data;I use big data cloud computing platforms (Cosmos, Dryad, MapReduce, AzureML) to analyze large data",4,1,5,3,4,3,3,1,1,3,1,2,1,2,3,3,3,3,2,3,3,3,20,20,12,12,15,15,14,14,16,16,10,10,na,"R;SPSS;Matlab;SQL;Azure ML;C, C++, C#;Python",collecting results,i am msc in physics with mca,na,Yes,No,Don't Know,No,Windows Events;Watson crashes;SQM;Azure MDS,na
